"Word","Length","Freq_HAL","Log_Freq_HAL","MorphSp","POS"
"wrinkles","8","586","6.37","{wrinkle}>s>","NN|VB"
"wrinkly","7","69","4.23","{wrinkle}>y>","JJ"
"wrist","5","4355","8.38","{wrist}","NN"
"wristband","9","36","3.58","{wrist}{band}","NN"
"wrists","6","2255","7.72","{wrist}>s>","NN"
"wristwatch","10","146","4.98","{wrist}{watch}","NN"
"writ","4","1279","7.15","{writ}","NN"
"write","5","132648","11.80","{write}","VB"
"writer","6","22933","10.04","{write}>er>","NN"
"writers","7","19496","9.88","{write}>er>>s>","NN"
"writer's","8","2003","7.60","{write}>er>>'s>","encl"
"writes","6","565774","13.25","{write}>s>","VB"
"writhe","6","176","5.17","{writhe}","VB"
"writhed","7","269","5.59","{writhe}>ed>","VB"
"writhing","8","817","6.71","{writhe}>ing>","VB"
"writing","7","73085","11.20","{write}>ing>","VB|NN"
"writings","8","5891","8.68","{write}>ing>>s>","NN"
"writs","5","216","5.38","{writ}>s>","NN"
"written","7","103440","11.55","{writt--en}","VB|JJ"
"wrong","5","138848","11.84","{wrong}","JJ|NN|RB|VB"
"wrongdoer","9","54","3.99","{wrong}{do}>er>","NN"
"wronged","7","346","5.85","{wrong}>ed>","VB|JJ"
"wrongful","8","560","6.33","{wrong}>ful>","JJ"
"wrongdoing","10","695","6.54","{wrong}{do}>ing>","NN|VB|JJ"
"wrongly","7","1415","7.25","{wrong}>ly>","RB"
"wrongs","6","1294","7.17","{wrong}>s>","NN|VB"
"wrote","5","1028146","13.84","{wrote}","VB"
"wrought","7","544","6.30","{wrought}","VB|JJ"
"wry","3","348","5.85","{wry}","JJ"
"wryly","5","117","4.76","{wry}>ly>","RB"
"Wyoming","7","1981","7.59","{wyoming}","NN"
"Xavier","6","2967","8.00","{xavier}","NN"
"Xavier's","8","132","4.88","{xavier}>'s>","encl"
"xenon","5","253","5.53","{xenon}","NN|JJ"
"xenophobia","10","323","5.78","{xeno--phob--ia}","NN"
"xenophobic","10","344","5.84","{xeno--phobe}>ic>","JJ"
"xerox","5","2944","7.99","{xerox}","NN|VB"
"xylophone","9","67","4.20","{xylo--phone}","NN"
"xylophones","10","12","2.48","{xylo--phone}>s>","NN"
"yacht","5","1006","6.91","{yacht}","NN"
"yachting","8","90","4.50","{yacht}>ing>","VB|NN"
"yachts","6","219","5.39","{yacht}>s>","NN"
"yachtsman","9","11","2.40","{yacht}>s>>man>","NN"
"yachtsmen","9","10","2.30","{yacht}>s>>men>","NN"
"yahoo","5","1800","7.50","{yahoo}","NN|minor"
"yak","3","764","6.64","{yak}","NN|VB"
"yaks","4","122","4.80","{yak}>s>","NN|VB"
"Yale","4","4146","8.33","{yale}","NN"
"Yale's","6","79","4.37","{yale}>'s>","encl"
"Yalta","5","97","4.57","{yalta}","NN"
"yam","3","577","6.36","{yam}","NN"
"yammer","6","42","3.74","{yammer}","VB|NN"
"yank","4","1559","7.35","{yank}","NN|VB"
"yanked","6","895","6.80","{yank}>ed>","VB"
"Yankee","6","1704","7.44","{yank--ee}","NN"
"Yankees","7","1288","7.16","{yank--ee}>s>","NN"
"yanking","7","376","5.93","{yank}>ing>","VB"
"yanks","5","1020","6.93","{yank}>s>","NN|VB"
"yap","3","642","6.46","{yap}","VB|NN"
"yapping","7","191","5.25","{yap}>ing>","VB|NN"
"yard","4","7418","8.91","{yard}","NN"
"yardage","7","234","5.46","{yard}>age>","NN"
"yards","5","5654","8.64","{yard}>s>","NN"
"yardstick","9","269","5.59","{yard}{stick}","NN"
"yarn","4","3131","8.05","{yarn}","NN"
"yarns","5","328","5.79","{yarn}>s>","NN"
"yarrow","6","123","4.81","{yarrow}","NN"
"yawl","4","30","3.40","{yawl}","NN"
"yawn","4","1333","7.20","{yawn}","NN|VB"
"yawning","7","333","5.81","{yawn}>ing>","VB"
"yaws","4","16","2.77","{yaw}>s>","NN|VB"
"ye","2","7263","8.89","{ye}","minor"
"yea","3","4245","8.35","{yea}","NN|minor"
"yeah","4","50018","10.82","{yeah}","minor|NN"
"year","4","246566","12.42","{year}","NN"
"yearbook","8","880","6.78","{year}{book}","NN"
"yearling","8","101","4.62","{year--ling}","NN"
"yearlong","8","16","2.77","{year}-{long}","JJ"
"yearly","6","2845","7.95","{year}>ly>","JJ|RB"
"yearn","5","348","5.85","{yearn}","VB"
"yearned","7","94","4.54","{yearn}>ed>","VB"
"yearning","8","567","6.34","{yearn}>ing>","VB|NN"
"yearningly","10","7","1.95","{yearn}>ing>>ly>","RB"
"yearnings","9","89","4.49","{yearn}>ing>>s>","NN"
"years","5","348898","12.76","{year}>s>","NN"
"year's","6","8255","9.02","{year}>'s>","encl"
"yeast","5","6894","8.84","{yeast}","NN"
"yeasts","6","385","5.95","{yeast}>s>","NN"
"yeasty","6","44","3.78","{yeast}>y>","JJ"
"Yeats","5","402","6.00","{yeats}","NN"
"yell","4","3322","8.11","{yell}","NN|VB"
"yelled","6","2100","7.65","{yell}>ed>","VB"
"yeller","6","63","4.14","{yell}>er>","NN"
"yelling","7","2918","7.98","{yell}>ing>","VB|NN"
"yellow","6","19319","9.87","{yellow}","JJ|NN|VB"
"yellowed","8","264","5.58","{yellow}>ed>","VB"
"yellowing","9","282","5.64","{yellow}>ing>","VB|NN"
"yellowish","9","255","5.54","{yellow}>ish>","JJ"
"yelp","4","212","5.36","{yelp}","NN|VB"
"yelped","6","174","5.16","{yelp}>ed>","VB"
"yelping","7","90","4.50","{yelp}>ing>","VB"
"yelps","5","77","4.34","{yelp}>s>","NN|VB"
"Yemen","5","630","6.45","{yemen}","NN"
"yen","3","3686","8.21","{yen}","NN|VB"
"yeoman","6","199","5.29","{yeo--man}","NN"
"yes","3","197092","12.19","{yes}","minor|NN"
"yesterday","9","21313","9.97","{yester--day}","NN|RB"
"yesterday's","11","1683","7.43","{yester--day}>'s>","encl"
"yet","3","159994","11.98","{yet}","RB|minor"
"yesteryear","10","310","5.74","{yester--year}","NN"
"yeti","4","2772","7.93","{yeti}","NN"
"Yiddish","7","768","6.64","{yidd--ish}","NN"
"yield","5","6182","8.73","{yield}","VB|NN"
"yielded","7","918","6.82","{yield}>ed>","VB"
"yielding","8","926","6.83","{yield}>ing>","VB|NN"
"yields","6","2699","7.90","{yield}>s>","VB|NN"
"yin","3","1221","7.11","{yin}","NN"
"yip","3","710","6.57","{yip}","NN|VB"
"yippee","6","226","5.42","{yippee}","minor|NN"
"yodel","5","132","4.88","{yodel}","NN|VB"
"yodeling","8","47","3.85","{yodel}>ing>","VB|NN|JJ"
"yoga","4","1985","7.59","{yoga}","NN"
"yogurt","6","1279","7.15","{yogurt}","NN"
"yoke","4","996","6.90","{yoke}","NN|VB"
"yokel","5","53","3.97","{yokel}","NN"
"yokels","6","60","4.09","{yokel}>s>","NN"
"yolk","4","324","5.78","{yolk}","NN"
"yon","3","279","5.63","{yon}","minor|RB|NN"
"yonder","6","291","5.67","{yonder}","NN"
"yore","4","383","5.95","{yore}","NN|minor"
"York","4","79856","11.29","{york}","NN"
"York's","6","523","6.26","{york}>'s>","encl"
"Yorkshire","9","1389","7.24","{york--shire}","NN"
"Yorktown","8","532","6.28","{york--town}","NN"
"Yosemite","8","617","6.42","{yosemite}","NN"
"you","3","5030485","15.43","{you}","minor"
"you'd","5","41121","10.62","{you}>'d>","encl"
"you'll","6","88349","11.39","{you}>'ll>","encl"
"young","5","66849","11.11","{young}","JJ|NN"
"younger","7","10673","9.28","{young}>er>","JJ"
"youngest","8","1536","7.34","{young}>est>","JJ"
"youngish","8","63","4.14","{young}>ish>","JJ"
"young's","7","451","6.11","{young}>'s>","encl"
"youngster","9","508","6.23","{young}>ster>","NN"
"youngsters","10","1043","6.95","{young}>ster>>s>","NN"
"your","4","1711893","14.35","{your}","minor"
"you're","6","225850","12.33","{you}>'re>","encl"
"yours","5","32621","10.39","{yours}","minor"
"yourself","8","84061","11.34","{your}{self}","minor|NN"
"yourselves","10","3506","8.16","{your}{self}>s>","minor"
"youth","5","14084","9.55","{youth}","NN"
"youthful","8","828","6.72","{youth}>ful>","JJ"
"youths","6","873","6.77","{youth}>s>","NN"
"you've","6","68786","11.14","{you}>'ve>","encl"
"yowl","4","76","4.33","{yowl}","VB|NN"
"Yucatan","7","302","5.71","{yucatan}","NN"
"yucca","5","283","5.65","{yucca}","NN"
"Yugoslav","8","3395","8.13","{yugo--slav}","NN"
"Yugoslavia","10","6875","8.84","{yugo--slav--ia}","NN"
"yuletide","8","40","3.69","{yule}{tide}","NN"
"Zaire","5","561","6.33","{zaire}","NN"
"Zambia","6","288","5.66","{zambia}","NN"
"zany","4","288","5.66","{zany}","JJ"
"zap","3","3385","8.13","{zap}","VB|NN"
"zeal","4","700","6.55","{zeal}","NN"
"Zealand","7","13848","9.54","{ze--aland}","NN"
"zealot","6","1282","7.16","{zeal--ot}","NN"
"zealotry","8","62","4.13","{zeal--ot}>ry>","NN"
"zealous","7","367","5.91","{zeal--ous}","JJ"
"zealously","9","188","5.24","{zeal--ous}>ly>","RB"
"zebra","5","915","6.82","{zebra}","NN"
"zeitgeist","9","111","4.71","{zeitgeist}","NN|minor"
"Zen","3","2901","7.97","{zen}","NN"
"zenith","6","2141","7.67","{zenith}","NN"
"zephyr","6","2034","7.62","{zephyr}","NN"
"zeppelin","8","1526","7.33","{zeppelin}","NN"
"zero","4","21278","9.97","{zero}","minor|NN|VB"
"zeroed","6","156","5.05","{zero}>ed>","VB"
"zeros","5","898","6.80","{zero}>s>","NN|VB"
"zest","4","288","5.66","{zest}","NN"
"zigzag","6","110","4.70","{zig}{zag}","NN|VB"
"zigzagging","10","16","2.77","{zig}{zag}>ing>","VB|NN|JJ"
"Zimbabwe","8","1591","7.37","{zimbabwe}","NN"
"zinc","4","1773","7.48","{zinc}","NN|JJ"
"zing","4","220","5.39","{zing}","NN"
"Zion","4","931","6.84","{zion}","NN"
"zip","3","16636","9.72","{zip}","NN|JJ|VB"
"zipped","6","1485","7.30","{zip}>ed>","VB"
"zipper","6","1245","7.13","{zip}>er>","NN|VB"
"zippy","5","550","6.31","{zip}>y>","JJ|NN"
"zodiac","6","1098","7.00","{zodiac}","NN"
"zodiacal","8","109","4.69","{zodiac}>al>","JJ"
"zombie","6","4439","8.40","{zombie}","NN"
"zombies","7","2588","7.86","{zombie}>s>","NN"
"zone","4","17300","9.76","{zone}","NN"
"zoned","5","186","5.23","{zone}>ed>","VB"
"zones","5","3388","8.13","{zone}>s>","NN"
"zoning","6","819","6.71","{zone}>ing>","VB|NN"
"zoo","3","4317","8.37","{zoo}","NN"
"where'd","7","423","6.05","{where}>'d>","encl"
"wherefore","9","199","5.29","{where}{fore}","minor"
"wherefores","10","36","3.58","{where}{fore}>s>","NN"
"wherein","7","2160","7.68","{where}{in}","minor|NN"
"whereof","7","255","5.54","{where}{of}","RB"
"whereon","7","19","2.94","{where}{on}","NN"
"where're","8","23","3.14","{where}>'re>","encl"
"where's","7","4409","8.39","{where}>'s>","encl"
"wheresoever","11","16","2.77","{where}{so}{ever}","minor"
"wherever","8","6480","8.78","{where}{ever}","minor"
"wherewith","9","49","3.89","{where}{with}","RB"
"whereupon","9","538","6.29","{where}{upon}","minor|NN"
"wherewithal","11","132","4.88","{where--with--al}","NN"
"whet","4","128","4.85","{whet}","VB"
"whether","7","112151","11.63","{whether}","minor"
"whetstone","9","140","4.94","{whet}{stone}","NN"
"whetted","7","55","4.01","{whet}>ed>","VB"
"whey","4","263","5.57","{whey}","NN"
"which","5","980925","13.80","{which}","minor"
"whichever","9","3305","8.10","{which}{ever}","minor|RB"
"whichsoever","11","0","0.00","{which}{so}{ever}","minor"
"whiff","5","348","5.85","{whiff}","NN|VB"
"whig","4","86","4.45","{whig}","NN"
"whigs","5","168","5.12","{whig}>s>","NN"
"while","5","284228","12.56","{while}","minor|NN|VB|JJ"
"whilst","6","4484","8.41","{whil--st}","RB"
"whim","4","1623","7.39","{whim}","NN"
"whimper","7","489","6.19","{whimper}","NN|VB"
"whimpering","10","432","6.07","{whimper}>ing>","VB"
"whims","5","767","6.64","{whim}>s>","NN"
"whimsey","7","25","3.22","{whims--ey}","NN"
"whimsical","9","335","5.81","{whims--ical}","JJ"
"whimsy","6","141","4.95","{whims--y}","NN"
"whine","5","3757","8.23","{whine}","NN|VB"
"whined","6","541","6.29","{whine}>ed>","VB"
"whining","7","5294","8.57","{whine}>ing>","VB|JJ"
"whinnied","8","10","2.30","{whinny}>ed>","VB"
"whinny","6","37","3.61","{whinny}","NN|VB"
"whip","4","4961","8.51","{whip}","NN|VB"
"whiplash","8","226","5.42","{whip}{lash}","NN"
"whiplashes","10","5","1.61","{whip}{lash}>s>","NN"
"whipped","7","2097","7.65","{whip}>ed>","VB"
"whippet","7","114","4.74","{whippet}","NN"
"whipping","8","1603","7.38","{whip}>ing>","VB|NN"
"whips","5","1144","7.04","{whip}>s>","NN|VB"
"whip's","6","14","2.64","{whip}>'s>","encl"
"whir","4","59","4.08","{whir}","NN"
"whirl","5","387","5.96","{whirl}","NN|VB"
"whirled","7","370","5.91","{whirl}>ed>","VB"
"whirligig","9","17","2.83","{whirligig}","NN|JJ"
"whirling","8","2788","7.93","{whirl}>ing>","VB|NN"
"whirlpool","9","435","6.08","{whirl}{pool}","NN"
"whirlwind","9","598","6.39","{whirl}{wind}","NN"
"whirlwind's","11","1","0.00","{whirl}{wind}>'s>","encl"
"whirring","8","174","5.16","{whirr}>ing>","VB|NN"
"whisk","5","300","5.70","{whisk}","NN|VB"
"whisked","7","179","5.19","{whisk}>ed>","VB"
"whisker","7","93","4.53","{whisker}","NN"
"whiskered","9","14","2.64","{whisker}>ed>","JJ"
"whiskers","8","437","6.08","{whisker}>s>","NN"
"whiskey","7","1364","7.22","{whiskey}","NN"
"whisking","8","55","4.01","{whisk}>ing>","VB"
"whisky","6","620","6.43","{whisky}","NN"
"whisper","7","1759","7.47","{whisper}","NN|VB"
"whispered","9","2772","7.93","{whisper}>ed>","VB"
"whisperer","9","25","3.22","{whisper}>er>","NN"
"whispering","10","940","6.85","{whisper}>ing>","VB"
"whisperings","11","18","2.89","{whisper}>ing>>s>","NN"
"whispers","8","1256","7.14","{whisper}>s>","NN|VB"
"whistle","7","2672","7.89","{whistle}","NN"
"whistled","8","283","5.65","{whistle}>ed>","VB"
"whistling","9","748","6.62","{whistle}>ing>","VB"
"white","5","149742","11.92","{white}","JJ|NN"
"whitecap","8","21","3.04","{white}{cap}","NN"
"whitehaired","11","0","0.00","{white}-{hair}>ed>","JJ"
"whitehead","9","543","6.30","{white}{head}","NN"
"whitely","7","24","3.18","{white}>ly>","RB|NN"
"whiten","6","78","4.36","{white}>en>","VB"
"whitened","8","152","5.02","{white}>en>>ed>","JJ|VB"
"whiteness","9","206","5.33","{white}>ness>","NN"
"whitening","9","2023","7.61","{white}>en>>ing>","VB|NN|JJ"
"whitens","7","0","0.00","{white}>en>>s>","VB"
"whites","6","6975","8.85","{white}>s>","NN"
"white's","7","681","6.52","{white}>'s>","encl"
"whitetail","9","186","5.23","{white}{tail}","NN"
"whitewash","9","195","5.27","{white}{wash}","NN|VB"
"whitewashed","11","168","5.12","{white}{wash}>ed>","VB"
"whither","7","149","5.00","{whither}","minor"
"whiting","7","401","5.99","{white}>ing>","NN"
"Whitman","7","1518","7.33","{whit--man}","NN"
"Whitney","7","1830","7.51","{whitney}","NN"
"whittle","7","467","6.15","{whittle}","VB"
"whiz","4","865","6.76","{whiz}","NN"
"whizzed","7","45","3.81","{whizz}>ed>","VB"
"whizzing","8","140","4.94","{whizz}>ing>","VB"
"who","3","931859","13.74","{who}","minor"
"whoa","4","2476","7.81","{whoa}","minor|NN"
"who'd","5","2412","7.79","{who}>'d>","encl"
"whodunit","8","55","4.01","{who}{dun}{it}","NN"
"whoever","7","10993","9.31","{who}{ever}","minor"
"whole","5","120697","11.70","{whole}","JJ|NN"
"wholemeal","9","66","4.19","{whole}{meal}","JJ"
"wholeness","9","190","5.25","{whole}>ness>","NN"
"wholes","6","63","4.14","{whole}>s>","NN"
"wholesale","9","4518","8.42","{whole}{sale}","JJ"
"wholesome","9","572","6.35","{whole}>some>","JJ"
"who'll","6","1088","6.99","{who}>'ll>","encl"
"wholly","6","3258","8.09","{whole}>ly>","RB"
"whom","4","28333","10.25","{whom}","minor"
"whomever","8","1603","7.38","{whom}{ever}","minor"
"whomsoever","10","49","3.89","{whom}{so}{ever}","minor"
"whoop","5","292","5.68","{whoop}","NN"
"whoopee","7","161","5.08","{whoopee}","NN"
"whooping","8","370","5.91","{whoop}>ing>","NN"
"whoosh","6","205","5.32","{whoosh}","NN|minor|VB"
"whopper","7","268","5.59","{whop}>er>","NN"
"whoppers","8","125","4.83","{whop}>er>>s>","NN"
"whopping","8","747","6.62","{whop}>ing>","JJ|VB"
"whore","5","2885","7.97","{whore}","NN|VB"
"whorehouse","10","152","5.02","{whore}{house}","NN"
"whoremonger","11","12","2.48","{whore}{monger}","NN"
"whores","6","698","6.55","{whore}>s>","NN|VB"
"whorl","5","29","3.37","{whorl}","NN"
"whorls","6","76","4.33","{whorl}>s>","NN"
"who's","5","23501","10.06","{who}>'s>","encl"
"whose","5","40623","10.61","{whose}","minor"
"who've","6","2839","7.95","{who}>'ve>","encl"
"why","3","361343","12.80","{why}","minor"
"whosoever","9","564","6.34","{who}{so}{ever}","minor"
"why's","5","329","5.80","{why}>'s>","encl"
"Wichita","7","1242","7.12","{wichita}","NN"
"wick","4","559","6.33","{wick}","NN"
"wicked","6","4211","8.35","{wicked}","JJ"
"wickedly","8","304","5.72","{wicked}>ly>","RB"
"wickedness","10","397","5.98","{wicked}>ness>","NN"
"wicker","6","380","5.94","{wicker}","NN|VB"
"wickerwork","10","27","3.30","{wicker}{work}","NN"
"wicket","6","1099","7.00","{wicket}","NN"
"wickets","7","884","6.78","{wicket}>s>","NN"
"wide","4","63297","11.06","{wide}","JJ|RB|NN"
"widely","6","13343","9.50","{wide}>ly>","RB"
"widen","5","629","6.44","{wide}>en>","VB"
"widened","7","608","6.41","{wide}>en>>ed>","VB|JJ"
"widens","6","118","4.77","{wide}>en>>s>","VB"
"wider","5","5908","8.68","{wide}>er>","JJ|RB"
"widespread","10","5621","8.63","{wide}{spread}","JJ"
"widest","6","874","6.77","{wide}>est>","JJ"
"widow","5","1887","7.54","{widow}","NN"
"widowed","7","268","5.59","{widow}>ed>","JJ|VB"
"widower","7","149","5.00","{widow}>er>","NN"
"widowhood","9","36","3.58","{widow}>hood>","NN"
"widows","6","542","6.30","{widow}>s>","NN"
"width","5","7473","8.92","{wid--th}","NN"
"widths","6","631","6.45","{wid--th}>s>","NN"
"wield","5","649","6.48","{wield}","VB"
"wielded","7","342","5.83","{wield}>ed>","VB"
"wielder","7","395","5.98","{wield}>er>","NN"
"wieners","7","29","3.37","{wiener}>s>","NN"
"wife","4","38746","10.56","{wife}","NN"
"wifely","6","17","2.83","{wife}>ly>","JJ"
"wife's","6","2703","7.90","{wife}>'s>","encl"
"wig","3","961","6.87","{wig}","NN"
"wiggle","6","1025","6.93","{wiggle}","VB|NN"
"wiggled","7","448","6.10","{wiggle}>ed>","VB"
"wiggling","8","520","6.25","{wiggle}>ing>","VB"
"wigmaker","8","1","0.00","{wig}{make}>er>","NN"
"wigwam","6","69","4.23","{wigwam}","NN"
"Wilbur","6","786","6.67","{wilbur}","NN"
"wild","4","23869","10.08","{wild}","JJ|RB"
"wildcat","7","2081","7.64","{wild}{cat}","NN"
"wildcatter","10","2","0.69","{wild}{cat}>er>","NN"
"wildebeest","10","48","3.87","{wildebeest}","NN"
"wilder","6","962","6.87","{wild}>er>","JJ|NN"
"wilderness","10","3733","8.22","{wild--erness}","NN"
"wildest","7","794","6.68","{wild}>est>","JJ"
"wildfire","8","794","6.68","{wild}{fire}","NN"
"wildfowl","8","21","3.04","{wild}{fowl}","NN"
"wildlife","8","4582","8.43","{wild}{life}","NN"
"wildly","6","2630","7.87","{wild}>ly>","RB"
"wildness","8","84","4.43","{wild}>ness>","NN"
"wile","4","284","5.65","{wile}","NN|VB"
"wiles","5","606","6.41","{wile}>s>","NN|VB"
"Wilfred","7","281","5.64","{wilfred}","NN"
"Wilhelm","7","1390","7.24","{wilhelm}","NN"
"will","4","1706009","14.35","{will}","VB|NN"
"willed","6","341","5.83","{will}>ed>","VB"
"William","7","40735","10.61","{william}","NN"
"Willie","6","3751","8.23","{will--ie}","NN"
"Williamsburg","12","506","6.23","{william--s--burg}","NN"
"willing","7","55709","10.93","{will}>ing>","JJ|VB"
"willingly","9","1568","7.36","{will}>ing>>ly>","RB"
"willingness","11","3861","8.26","{will}>ing>>ness>","NN"
"Willis","6","2942","7.99","{willis}","NN"
"willow","6","3826","8.25","{willow}","NN|VB"
"willows","7","231","5.44","{willow}>s>","NN"
"willowy","7","29","3.37","{willow}>y>","JJ"
"willpower","9","361","5.89","{will}{power}","NN"
"wills","5","1865","7.53","{will}>s>","NN|VB"
"willy","5","2606","7.87","{will--y}","NN|RB"
"Wilson","6","15546","9.65","{wil--son}","NN"
"Wilson's","8","622","6.43","{wil--son}>'s>","encl"
"wilt","4","1023","6.93","{wilt}","VB"
"wilted","6","128","4.85","{wilt}>ed>","JJ|VB"
"wily","4","224","5.41","{wile}>y>","JJ|RB"
"win","3","64799","11.08","{win}","VB|NN"
"wince","5","296","5.69","{wince}","VB|NN"
"winced","6","298","5.70","{wince}>ed>","VB"
"winches","7","78","4.36","{winch}>s>","NN|VB"
"Winchester","10","2128","7.66","{win--chester}","NN"
"wincing","7","142","4.96","{wince}>ing>","VB"
"wind","4","23685","10.07","{wind}","NN|VB"
"windbag","7","106","4.66","{wind}{bag}","NN"
